employee_id,age,gender,department,job_level,workload,overtime_hours,job_satisfaction,stress_level,sleep_quality,work_life_balance,burnout_risk
2054,35,Female,Marketing,2,28,20,4,2,5,4,0
2055,41,Male,Sales,1,31,28,2,3,9,2,0
2056,55,Female,Support,2,55,2,5,8,7,4,0
2057,22,Male,HR,1,47,4,3,2,4,4,0
2058,47,Female,Support,3,42,26,3,4,7,2,1
2059,22,Male,Support,1,46,13,5,3,1,2,1
2060,55,Male,IT,1,43,3,2,7,2,1,0
2061,38,Female,Operations,4,33,21,2,8,3,4,1
2062,34,Male,Operations,4,54,27,3,4,5,3,1
2063,40,Male,Marketing,4,46,8,1,6,5,1,0
2064,38,Male,Operations,1,40,17,3,3,7,4,0
2065,30,Female,Marketing,5,68,9,3,7,9,4,1
2066,45,Male,IT,4,32,7,4,8,9,4,0
2067,22,Female,IT,4,27,29,3,7,6,4,1
2068,45,Female,Support,1,63,12,1,4,7,4,1
2069,53,Female,IT,3,63,1,3,9,8,1,1
2070,56,Male,IT,3,63,19,2,8,4,4,1
2071,51,Female,HR,2,53,24,4,6,7,2,1
2072,34,Female,Sales,3,61,19,4,2,6,3,1
2073,21,Male,Support,4,42,6,3,7,8,1,0
2074,36,Female,Support,5,28,10,4,9,1,1,0
2075,23,Female,Sales,2,20,4,4,9,5,3,0
2076,55,Male,HR,5,55,28,3,9,3,1,1
2077,26,Male,IT,5,65,17,1,9,9,4,1
2078,45,Female,Operations,4,35,7,3,6,9,4,0
2079,33,Male,Marketing,1,44,26,2,1,3,3,1
2080,54,Male,Support,1,37,25,5,6,2,1,1
2081,28,Male,Sales,1,53,9,1,5,5,2,1
2082,41,Female,Finance,3,57,1,3,7,4,3,0
2083,54,Female,Marketing,1,22,2,1,8,7,1,0
2084,24,Male,Finance,4,39,25,5,1,8,1,0
2085,45,Female,Finance,3,38,22,4,4,4,3,1
2086,35,Male,Support,1,32,4,4,4,3,4,0
2087,24,Male,IT,5,36,15,5,1,9,3,0
2088,32,Male,Finance,4,33,9,4,4,8,3,0
2089,52,Male,IT,4,49,10,1,7,7,3,0
2090,52,Male,HR,2,41,18,4,6,8,3,0
2091,48,Female,Operations,4,62,15,5,4,8,3,1
2092,33,Female,Finance,5,67,11,5,2,8,4,1
2093,51,Female,Support,4,62,1,5,7,1,2,1
2094,34,Female,Operations,2,48,10,2,8,4,4,1
2095,40,Male,IT,4,69,21,1,9,7,2,1
2096,38,Male,Finance,4,21,25,5,9,6,4,0
2097,49,Female,Marketing,2,27,0,1,4,3,3,0
2098,26,Female,Support,4,33,23,2,3,3,1,0
2099,52,Male,HR,3,53,4,1,5,4,2,0
2100,49,Male,Sales,4,32,20,3,6,6,2,0
2101,22,Male,HR,1,29,13,2,8,1,1,0
2102,43,Female,Finance,1,27,17,2,3,4,2,0
2103,39,Male,Support,3,26,6,4,6,9,4,0
2104,51,Male,HR,4,32,4,5,5,7,2,0
2105,25,Female,Sales,5,45,7,2,7,6,4,0
2106,39,Female,Marketing,4,51,20,1,9,5,3,1
2107,54,Female,Operations,1,38,14,3,7,2,2,0
2108,30,Male,Marketing,2,34,24,1,6,2,2,1
2109,45,Male,HR,3,21,4,1,9,6,2,0
2110,22,Female,Sales,2,56,12,3,4,9,4,1
2111,31,Male,Operations,5,38,18,4,1,9,3,0
2112,51,Male,Support,4,52,28,5,8,1,1,1
2113,35,Male,Sales,5,58,1,2,6,7,1,0
2114,29,Female,Marketing,2,69,4,5,6,7,1,1
2115,43,Female,IT,4,52,25,4,5,2,4,1
2116,39,Male,IT,5,20,28,3,3,4,1,0
2117,29,Male,Operations,1,58,25,5,6,8,2,1
2118,55,Male,Operations,1,47,4,1,1,6,3,0
2119,41,Male,Operations,3,36,5,2,7,7,3,0
2120,29,Female,IT,1,25,15,2,6,6,4,0
2121,48,Female,Marketing,1,63,1,4,5,9,2,0
2122,27,Male,Operations,2,39,4,4,3,9,1,0
2123,36,Male,IT,1,66,14,3,8,6,3,1
2124,36,Female,Operations,1,32,0,4,4,6,2,0
2125,53,Male,Operations,2,31,18,5,9,9,2,0
2126,24,Female,Sales,1,49,2,2,9,9,4,0
2127,24,Male,Operations,1,40,18,3,5,3,4,1
2128,59,Female,IT,3,21,14,4,7,7,2,0
2129,37,Male,Marketing,1,37,2,1,6,3,4,0
2130,57,Male,IT,1,47,7,2,6,4,2,0
2131,59,Female,IT,3,23,14,3,4,9,4,0
2132,49,Female,Operations,2,61,0,2,8,8,3,0
2133,56,Male,Sales,1,62,5,5,3,6,4,1
2134,58,Male,Finance,5,25,21,4,5,6,2,0
2135,59,Female,Support,2,57,16,4,1,8,3,1
2136,57,Female,Finance,2,28,15,4,1,2,2,0
2137,55,Male,Finance,1,39,12,1,9,5,2,0
2138,27,Male,IT,3,64,0,5,4,7,4,0
2139,47,Female,Operations,2,49,2,1,9,3,3,0
2140,48,Female,Support,3,56,23,5,7,8,2,1
2141,42,Female,Finance,5,57,5,5,8,3,1,1
2142,34,Female,HR,3,23,19,5,9,4,4,0
2143,27,Female,HR,4,57,20,4,1,6,3,1
2144,57,Male,HR,3,69,25,4,7,6,3,1
2145,42,Male,Marketing,2,32,29,4,8,2,2,1
2146,25,Female,Operations,3,54,2,1,2,2,3,0
2147,22,Male,IT,3,49,14,3,9,3,3,1
2148,47,Male,IT,4,61,29,5,1,3,1,1
2149,41,Female,Operations,4,23,14,1,3,4,3,0
2150,58,Male,Sales,1,44,10,4,9,4,1,1
2151,35,Male,Support,2,50,26,4,1,4,4,1
2152,41,Male,Sales,1,66,21,3,4,3,4,1
2153,30,Female,Marketing,4,31,5,4,6,1,4,0
2154,43,Female,Operations,3,34,5,5,6,9,3,0
2155,59,Male,Sales,4,45,8,2,4,2,4,0
2156,25,Male,Support,5,29,13,4,1,3,1,0
2157,21,Male,Marketing,3,31,25,3,5,2,3,1
2158,33,Male,Finance,1,41,28,2,5,6,3,1
2159,41,Male,Finance,3,59,10,5,3,6,1,1
2160,46,Male,Marketing,5,40,23,5,3,1,1,1
2161,41,Female,Operations,4,54,5,5,4,4,1,0
2162,38,Male,Finance,2,26,17,3,3,5,4,0
2163,57,Male,Operations,2,37,19,2,3,6,3,0
2164,52,Female,Sales,2,46,14,5,3,5,2,0
2165,56,Male,Finance,4,54,21,4,7,3,2,1
2166,37,Male,Support,2,66,8,2,9,3,3,1
2167,55,Male,Support,5,21,10,5,1,3,3,0
2168,31,Male,Sales,4,51,1,2,8,6,1,0
2169,41,Female,Support,2,34,5,4,1,4,4,0
2170,46,Male,Operations,1,64,25,1,9,4,1,1
2171,24,Female,Operations,4,43,26,5,8,3,1,1
2172,54,Male,Support,4,39,25,4,6,4,2,1
2173,38,Male,HR,3,29,25,3,6,8,4,0
2174,55,Female,Marketing,2,43,22,5,7,3,3,1
2175,49,Male,IT,1,43,13,1,8,3,3,1
2176,49,Female,Marketing,5,43,13,4,7,6,2,0
2177,58,Female,Support,4,59,23,4,1,1,1,1
2178,41,Female,Operations,5,67,12,2,4,6,4,1
2179,33,Male,Operations,5,67,24,5,4,9,1,1
2180,37,Male,Marketing,5,53,4,1,9,3,4,1
2181,29,Male,Operations,3,60,8,3,9,2,1,1
2182,21,Male,Sales,5,59,24,2,3,3,4,1
2183,22,Female,Finance,2,30,28,5,9,3,1,1
2184,49,Male,Operations,2,45,10,1,5,2,2,0
2185,53,Male,Support,1,20,6,2,6,4,4,0
2186,30,Female,Support,1,49,1,1,7,8,1,0
2187,41,Female,Marketing,5,62,23,1,3,7,4,1
2188,48,Male,Marketing,5,37,11,2,4,9,1,0
2189,31,Female,Marketing,3,45,4,2,5,8,2,0
2190,54,Female,Support,5,66,28,5,1,7,4,1
2191,28,Female,HR,5,28,26,2,8,6,1,1
2192,42,Female,Support,5,28,23,5,7,3,2,0
2193,28,Female,Sales,4,20,1,1,2,4,1,0
2194,35,Male,Support,4,26,13,2,7,8,3,0
2195,37,Male,Sales,3,63,6,5,9,2,1,1
2196,43,Male,Support,3,61,4,5,5,6,3,1
2197,44,Male,Support,2,35,3,3,6,1,2,0
2198,39,Male,HR,3,57,9,5,5,7,1,1
2199,25,Male,Sales,2,30,28,5,1,4,4,0
2200,52,Male,HR,5,44,15,3,6,1,4,1
2201,21,Female,Sales,3,48,5,4,7,5,4,0
2202,43,Male,HR,3,38,20,2,5,5,4,0
2203,57,Male,HR,3,37,5,3,3,6,1,0
2204,28,Male,Sales,2,66,8,5,6,8,1,1
2205,33,Female,HR,2,48,0,5,7,4,3,0
2206,28,Male,Support,1,35,28,2,9,7,1,1
2207,43,Male,Sales,2,65,15,1,7,4,2,1
2208,21,Female,HR,2,59,26,3,3,2,4,1
2209,44,Male,Support,4,27,16,4,1,8,1,0
2210,55,Male,Support,3,53,12,2,7,5,2,1
2211,44,Female,Marketing,2,25,5,2,8,4,3,0
2212,37,Male,IT,3,64,1,3,1,2,2,0
2213,25,Female,Sales,3,64,7,5,5,7,3,1
2214,40,Male,HR,4,49,22,5,8,5,4,1
2215,41,Male,Marketing,3,63,21,4,7,9,3,1
2216,51,Male,IT,2,53,3,3,2,7,3,0
2217,56,Female,HR,3,40,8,2,4,9,2,0
2218,31,Female,IT,1,31,22,3,6,5,4,0
2219,35,Female,Sales,1,68,6,1,7,6,2,1
2220,39,Male,Support,4,25,20,2,7,8,4,0
2221,27,Male,Support,2,58,0,4,3,6,2,0
2222,48,Female,IT,4,25,13,4,8,4,1,0
2223,25,Female,Support,1,23,29,2,7,2,2,1
2224,25,Male,Finance,2,28,1,5,4,6,3,0
2225,50,Male,Operations,3,24,7,2,4,9,2,0
2226,52,Male,Support,2,29,10,2,4,8,3,0
2227,28,Male,Finance,5,66,4,1,5,3,2,1
2228,30,Female,Sales,2,27,17,2,2,5,2,0
2229,58,Male,Sales,3,42,11,3,9,6,3,0
2230,52,Male,IT,5,23,20,3,6,7,4,0
2231,48,Male,Support,4,56,23,4,8,2,2,1
2232,37,Male,Support,2,26,19,5,1,6,1,0
2233,51,Male,Support,4,25,18,4,6,2,1,0
2234,28,Male,Marketing,2,64,4,1,6,8,3,1
2235,45,Male,HR,1,61,28,2,8,7,3,1
2236,29,Female,Operations,1,34,6,4,1,2,3,0
2237,22,Female,Support,3,54,1,2,5,4,1,0
2238,35,Female,HR,1,69,16,4,3,7,3,1
2239,23,Male,Marketing,5,51,12,2,6,9,3,0
2240,56,Female,Sales,5,33,10,4,9,3,4,0
2241,24,Male,Operations,2,54,4,3,3,8,1,0
2242,34,Male,Finance,4,30,12,1,9,9,4,0
2243,45,Male,Sales,5,29,28,4,9,8,4,1
2244,30,Male,Sales,2,36,22,3,1,4,3,0
2245,41,Female,IT,4,32,12,5,2,4,4,0
2246,56,Male,Marketing,1,53,7,4,4,7,2,0
2247,32,Male,IT,2,64,10,2,7,4,2,1
2248,47,Female,IT,4,24,7,1,2,7,2,0
2249,22,Female,HR,3,67,9,3,7,9,4,1
2250,33,Female,Sales,3,29,24,3,5,9,2,0
2251,52,Male,Marketing,5,51,26,1,7,9,1,1
2252,51,Female,IT,4,31,10,4,9,6,2,0
2253,36,Male,Finance,3,32,27,2,9,1,2,1
2254,52,Male,Operations,5,40,0,5,3,8,4,0
2255,52,Female,Support,2,67,6,4,3,6,1,1
2256,54,Female,Marketing,2,52,25,1,7,7,4,1
2257,31,Female,HR,4,60,7,4,5,2,1,1
2258,30,Male,Marketing,4,67,5,4,5,3,1,1
2259,35,Male,Sales,4,66,25,1,5,6,4,1
2260,37,Male,HR,4,69,13,1,9,3,2,1
2261,38,Male,Operations,3,51,27,5,4,5,3,1
2262,29,Male,Finance,3,31,19,1,6,4,3,0
2263,45,Male,IT,5,65,6,1,6,5,2,1
2264,34,Female,Marketing,3,54,2,1,7,8,3,0
2265,45,Male,HR,2,55,1,3,2,4,3,0
2266,42,Female,Operations,5,57,21,1,6,9,1,1
2267,50,Female,IT,3,67,17,1,9,3,4,1
2268,40,Female,Support,4,47,21,1,3,7,4,1
2269,41,Female,Operations,3,32,25,5,2,7,2,0
2270,52,Female,Finance,1,31,2,4,8,1,2,0
2271,41,Male,IT,5,41,13,1,1,3,4,0
2272,55,Male,IT,3,63,17,1,8,1,3,1
2273,52,Male,Support,3,21,12,5,5,8,2,0
2274,50,Male,IT,2,48,7,4,9,5,1,0
2275,59,Female,HR,4,32,3,5,9,4,4,0
2276,32,Female,IT,4,54,14,2,4,3,3,1
2277,38,Female,Operations,2,32,11,2,1,7,1,0
2278,41,Male,HR,2,53,13,2,5,8,4,1
2279,33,Male,IT,1,38,19,1,7,8,4,0
2280,41,Male,Operations,5,28,6,5,9,1,3,0
2281,28,Male,Operations,4,50,23,1,9,7,2,1
2282,27,Female,Marketing,2,52,11,2,9,5,1,1
2283,43,Female,Operations,2,46,28,4,6,2,1,1
2284,52,Male,Support,5,64,8,4,2,8,1,1
2285,31,Male,Sales,2,21,9,5,5,2,4,0
2286,42,Female,Finance,1,34,7,4,3,6,3,0
2287,42,Female,IT,5,38,29,2,6,5,3,1
2288,45,Female,Support,1,50,19,5,5,6,4,1
2289,42,Female,IT,3,35,1,5,1,8,1,0
2290,48,Male,IT,4,62,25,2,2,9,1,1
2291,49,Female,Operations,2,34,15,2,5,3,3,0
2292,33,Female,Operations,5,25,20,2,6,3,2,0
2293,38,Female,IT,1,33,22,2,1,7,4,0
2294,22,Female,Sales,4,46,17,5,7,3,2,1
2295,49,Male,HR,4,57,19,4,3,5,1,1
2296,41,Male,HR,2,38,21,2,1,4,4,0
2297,35,Male,Finance,4,56,23,3,7,9,4,1
2298,47,Male,Marketing,2,62,9,5,7,8,2,1
2299,51,Male,Support,3,23,28,1,3,9,4,0
2300,35,Male,Finance,2,45,5,4,6,6,3,0
2301,43,Female,IT,1,28,5,5,4,2,2,0
2302,44,Female,Support,4,60,21,2,4,8,3,1
2303,33,Female,IT,4,68,19,3,9,1,1,1
2304,42,Female,IT,4,59,12,1,7,5,2,1
2305,57,Male,Marketing,2,34,18,4,6,2,4,0
2306,53,Female,Operations,5,60,16,2,9,7,2,1
2307,23,Male,Marketing,2,56,1,5,3,5,3,0
2308,39,Female,Finance,1,23,17,5,4,3,3,0
2309,43,Female,Operations,2,45,25,4,9,7,1,1
2310,49,Female,Operations,4,37,6,3,4,3,4,0
2311,50,Male,Finance,3,60,26,2,7,6,4,1
2312,59,Female,Operations,1,54,13,4,9,4,1,1
2313,45,Male,Support,3,60,21,4,4,2,3,1
2314,57,Male,HR,1,60,14,5,9,9,4,1
2315,28,Female,Finance,1,48,7,4,7,6,4,0
2316,36,Male,Finance,4,43,8,1,4,5,3,0
2317,28,Male,HR,2,23,20,1,3,5,1,0
2318,21,Female,Marketing,4,40,10,2,6,8,3,0
2319,25,Female,Marketing,4,58,2,4,3,5,4,0
2320,23,Female,Marketing,4,26,19,5,7,8,2,0
2321,21,Female,Operations,3,42,13,2,1,8,1,0
2322,24,Female,HR,1,59,26,3,7,1,2,1
2323,55,Female,Support,5,40,7,5,3,4,3,0
2324,52,Male,Finance,2,20,2,3,9,9,1,0
2325,54,Female,Finance,4,60,17,2,6,2,1,1
2326,45,Female,Finance,1,44,22,1,7,4,1,1
2327,30,Male,Operations,2,50,13,5,9,4,3,1
2328,41,Female,Operations,5,63,19,5,6,1,1,1
2329,59,Male,Sales,5,57,28,2,2,7,1,1
2330,47,Female,Support,4,64,7,5,6,1,4,1
2331,47,Female,Marketing,5,24,16,5,6,5,1,0
2332,22,Male,Sales,5,50,7,2,2,8,4,0
2333,33,Female,Sales,2,20,4,4,7,4,1,0
2334,29,Male,Operations,2,49,11,2,9,5,3,1
2335,56,Female,Marketing,4,37,1,5,4,3,1,0
2336,42,Female,Marketing,1,27,16,2,5,5,1,0
2337,46,Male,Finance,4,45,12,5,6,3,3,1
2338,32,Female,Operations,3,59,21,3,1,4,1,1
2339,37,Female,Marketing,5,34,13,3,8,3,2,0
2340,34,Male,Sales,1,38,8,1,9,5,1,0
2341,34,Female,HR,2,29,8,2,1,2,1,0
2342,54,Male,HR,3,43,8,2,4,9,4,0
2343,40,Female,Operations,3,35,26,3,6,3,4,1
2344,31,Male,Finance,5,62,19,3,1,1,2,1
2345,36,Female,Finance,2,50,5,3,3,5,3,0
2346,51,Male,Marketing,1,63,29,1,7,4,1,1
2347,26,Male,Support,2,35,11,1,8,2,4,0
2348,39,Female,Operations,5,35,9,4,8,8,2,0
2349,57,Female,Support,3,47,21,2,5,9,3,1
2350,24,Male,HR,5,39,4,1,1,6,4,0
2351,24,Female,Sales,4,54,17,5,1,8,3,1
2352,40,Male,Marketing,3,28,6,2,8,2,2,0
2353,30,Female,Sales,5,59,12,4,5,6,3,1
2354,44,Female,Support,1,29,0,3,9,1,3,0
2355,55,Male,Marketing,1,64,5,4,1,3,2,1
2356,46,Male,IT,1,37,20,2,2,7,3,0
2357,57,Female,Sales,4,64,20,3,4,1,2,1
2358,58,Female,Operations,2,64,7,4,7,6,3,1
2359,41,Female,Sales,1,34,8,4,4,7,4,0
2360,59,Female,Sales,4,64,6,2,8,3,4,1
2361,41,Female,Marketing,1,49,9,1,7,8,4,0
2362,30,Male,HR,4,67,28,5,5,8,4,1
2363,58,Female,Support,1,51,7,4,7,5,2,0
2364,24,Female,IT,2,59,29,5,8,2,3,1
2365,40,Male,Sales,5,46,1,2,3,2,2,0
2366,37,Male,Support,1,46,17,2,3,5,1,1
2367,27,Male,Support,5,38,27,1,2,4,3,1
2368,24,Female,HR,1,29,14,3,4,4,2,0
2369,49,Male,Finance,2,63,23,5,4,5,3,1
2370,34,Male,IT,5,65,5,4,4,1,3,1
2371,23,Male,IT,4,25,23,3,2,7,1,0
2372,44,Male,Support,1,43,13,5,7,3,4,1
2373,57,Female,Marketing,1,28,24,5,3,8,3,0
2374,36,Female,Sales,4,46,24,3,1,9,3,1
2375,24,Female,Finance,2,26,26,3,2,8,1,0
2376,44,Male,Marketing,3,25,21,1,5,2,2,0
2377,54,Male,Operations,1,52,23,4,9,7,4,1
2378,50,Male,HR,4,40,17,4,4,4,2,0
2379,38,Male,HR,3,65,23,4,6,5,2,1
2380,39,Male,Marketing,1,57,2,3,3,5,2,0
2381,51,Male,Support,5,63,29,1,9,9,4,1
2382,39,Female,HR,4,36,0,2,2,2,2,0
2383,39,Female,Sales,5,50,22,1,8,2,2,1
2384,42,Male,HR,2,56,0,3,3,3,4,0
2385,44,Female,Sales,3,30,13,1,8,5,4,0
2386,32,Male,Operations,4,47,26,3,3,4,1,1
2387,50,Male,Finance,1,24,0,5,4,9,2,0
2388,58,Female,IT,1,31,0,5,8,3,1,0
2389,51,Male,Marketing,3,22,3,2,4,1,3,0
2390,56,Female,Marketing,5,60,28,5,9,5,1,1
2391,39,Male,Sales,5,57,29,2,9,8,1,1
2392,56,Male,Operations,4,21,11,4,6,1,1,0
2393,50,Female,Operations,4,45,14,3,1,1,1,0
2394,53,Male,Support,5,21,28,4,9,6,2,0
2395,38,Male,IT,4,31,29,4,9,7,3,1
2396,48,Male,Finance,5,59,27,2,7,8,3,1
2397,31,Female,Marketing,3,21,3,3,9,8,4,0
2398,53,Male,Sales,4,60,29,2,8,3,3,1
2399,37,Male,Operations,5,35,9,1,9,4,1,0
2400,26,Male,Marketing,4,49,10,4,9,9,4,0
2401,24,Female,Sales,1,66,5,3,7,5,1,1
2402,40,Female,HR,1,65,27,4,6,9,2,1
2403,47,Female,Marketing,2,55,9,1,2,5,2,0
2404,35,Female,Finance,5,23,11,1,7,5,3,0
2405,26,Female,Sales,2,30,2,3,1,9,1,0
2406,34,Male,Finance,5,43,14,3,6,6,1,0
2407,31,Female,Marketing,4,37,15,1,6,3,1,0
2408,59,Female,HR,5,46,9,4,7,5,4,0
2409,29,Male,Finance,1,56,21,5,2,1,4,1
2410,46,Female,Operations,4,21,28,4,4,9,4,0
2411,36,Male,Sales,1,34,22,5,2,7,3,0
2412,25,Female,Marketing,4,30,10,2,4,1,3,0
2413,30,Male,HR,5,46,15,3,3,4,1,0
2414,23,Male,Operations,5,68,16,1,2,2,1,1
2415,33,Female,Marketing,1,67,13,2,2,3,3,1
2416,50,Female,Support,3,66,15,4,3,4,4,1
2417,26,Male,HR,5,42,13,5,4,2,4,0
2418,37,Male,Operations,3,54,5,3,7,1,4,1
2419,39,Male,Finance,4,49,9,5,4,4,4,0
2420,55,Male,Marketing,3,66,16,4,7,9,4,1
2421,46,Male,Marketing,1,43,22,4,4,9,3,1
2422,25,Male,Finance,2,38,9,1,3,9,2,0
2423,49,Male,Support,2,48,20,2,8,3,2,1
2424,57,Female,IT,1,32,9,3,3,1,2,0
2425,40,Male,Operations,2,67,13,1,8,1,1,1
2426,41,Female,Finance,1,42,19,5,2,3,1,1
2427,30,Female,Marketing,5,31,16,2,3,8,4,0
2428,25,Male,Operations,3,68,8,3,4,4,1,1
2429,56,Male,Support,2,67,14,5,3,8,3,1
2430,26,Female,Operations,5,60,6,3,6,7,2,1
2431,46,Male,IT,2,48,1,3,9,8,3,0
2432,24,Male,Marketing,4,25,3,2,8,2,3,0
2433,59,Female,HR,1,42,19,5,4,8,3,0
2434,59,Female,IT,1,50,23,1,2,9,4,1
2435,55,Female,IT,5,64,17,1,1,6,4,1
2436,21,Male,HR,4,40,10,1,4,3,4,0
2437,44,Male,HR,3,43,4,3,5,7,1,0
2438,56,Female,Support,4,27,25,4,2,9,4,0
2439,26,Male,Support,4,63,7,2,3,8,1,1
2440,51,Female,IT,3,28,21,1,4,8,3,0
2441,40,Male,Operations,3,41,19,2,3,7,2,0
2442,44,Female,Finance,4,23,4,3,8,5,4,0
2443,45,Male,Finance,2,32,1,2,2,2,1,0
2444,56,Female,IT,2,53,4,1,9,5,1,1
2445,41,Male,Operations,4,22,2,1,6,5,4,0
2446,50,Male,HR,2,56,11,3,1,2,4,1
2447,44,Female,Sales,3,47,18,3,8,1,3,1
2448,50,Male,IT,3,45,6,5,6,5,1,0
2449,42,Male,Marketing,2,69,18,3,4,6,2,1
2450,48,Female,Operations,3,65,3,4,6,7,3,1
2451,27,Male,Marketing,1,53,22,4,2,2,1,1
2452,55,Male,Marketing,3,34,13,1,1,6,3,0
2453,48,Male,IT,4,27,18,3,6,8,3,0
2454,34,Female,Operations,5,67,25,4,8,6,4,1
2455,30,Female,Marketing,2,54,25,4,5,3,2,1
2456,36,Female,Support,2,43,28,5,8,3,2,1
2457,36,Female,Support,3,56,17,3,3,7,1,1
2458,51,Female,Operations,3,23,25,5,6,2,3,0
2459,45,Male,Finance,5,31,6,2,1,3,4,0
2460,33,Male,Sales,5,38,14,5,3,7,1,0
2461,26,Female,Marketing,4,34,20,2,4,9,1,0
2462,29,Male,Marketing,1,49,0,2,5,1,1,0
2463,56,Male,Operations,4,64,11,3,3,5,2,1
2464,40,Male,Support,2,56,25,2,8,2,3,1
2465,38,Male,Sales,3,31,28,2,5,5,3,1
2466,41,Female,Finance,4,38,23,5,7,6,4,1
2467,24,Female,Marketing,3,53,18,3,5,8,2,1
2468,53,Male,IT,3,26,26,3,8,7,2,0
2469,47,Male,Support,4,47,22,2,1,5,1,1
2470,27,Female,Operations,4,47,5,5,3,5,4,0
2471,26,Male,Operations,5,48,25,5,3,2,1,1
2472,35,Male,Support,1,56,27,5,3,6,4,1
2473,38,Male,Marketing,5,39,12,5,6,3,4,0
2474,52,Female,Finance,1,30,29,1,9,6,2,1
2475,31,Female,Marketing,4,69,5,2,6,3,2,1
2476,40,Male,Support,1,69,12,2,5,2,3,1
2477,44,Male,HR,2,58,14,2,1,8,3,1
2478,35,Male,Marketing,5,61,28,3,2,4,3,1
2479,27,Male,Sales,5,42,15,3,1,5,2,0
2480,41,Male,Support,5,65,7,5,6,9,1,1
2481,46,Male,Sales,3,39,12,3,3,4,4,0
2482,34,Female,Support,3,39,12,4,5,1,4,0
2483,57,Female,HR,4,30,27,2,6,6,3,1
2484,41,Male,Sales,4,21,28,2,5,5,4,0
2485,38,Female,Sales,3,32,19,1,3,3,4,0
2486,25,Male,IT,5,32,19,1,2,5,2,0
2487,23,Male,Operations,3,60,11,4,2,8,2,1
2488,43,Female,Sales,1,68,18,1,2,1,4,1
2489,46,Female,Operations,5,34,16,5,4,4,1,0
2490,57,Male,Support,3,50,29,5,4,3,3,1
2491,44,Male,Finance,4,42,25,2,3,4,4,1
2492,39,Female,Marketing,3,41,2,5,8,2,4,0
2493,45,Female,IT,2,35,14,1,4,2,3,0
2494,41,Male,Support,3,61,16,4,8,2,2,1
2495,32,Male,HR,5,48,5,5,3,3,3,0
2496,53,Male,Finance,3,39,23,2,2,9,1,0
2497,24,Female,IT,4,47,18,2,8,5,4,1
2498,27,Male,IT,1,46,29,1,6,4,4,1
2499,42,Female,Support,2,63,11,5,2,4,4,1
2500,53,Male,HR,5,48,3,1,7,3,3,0
2501,37,Female,HR,4,24,20,2,7,9,1,0
2502,44,Female,Operations,2,68,22,4,4,1,4,1
2503,54,Female,Marketing,3,61,11,5,8,6,2,1
2504,48,Female,Support,2,57,26,4,3,4,1,1
2505,59,Male,Finance,1,57,21,5,9,8,1,1
2506,42,Female,Marketing,2,63,1,2,5,7,1,0
2507,37,Female,Finance,2,21,6,5,3,3,1,0
2508,54,Female,IT,3,64,15,2,9,5,2,1
2509,26,Male,Sales,3,39,23,3,2,4,1,1
2510,26,Male,Sales,5,62,29,2,2,4,2,1
2511,54,Male,Support,3,66,11,2,3,8,3,1
2512,21,Male,HR,2,32,15,5,9,9,3,0
2513,30,Male,HR,1,45,13,4,3,4,3,0
2514,41,Male,IT,3,54,0,2,5,2,3,0
2515,25,Female,IT,5,65,21,5,9,1,2,1
2516,22,Female,Finance,5,27,26,2,6,4,4,0
2517,42,Female,IT,2,47,8,1,6,8,2,0
2518,22,Male,Support,3,60,6,1,1,5,3,0
2519,30,Female,Finance,3,34,4,1,2,2,4,0
2520,54,Female,Marketing,5,69,28,1,9,4,4,1
2521,36,Male,HR,3,27,29,4,8,4,4,1
2522,59,Female,HR,2,30,9,2,2,5,4,0
2523,42,Male,Sales,1,48,26,1,5,2,1,1
2524,32,Female,Sales,2,24,9,5,5,7,3,0
2525,44,Male,Support,3,66,24,1,6,5,3,1
2526,58,Male,HR,2,66,17,3,4,4,3,1
2527,30,Male,Support,4,26,6,3,9,8,2,0
2528,55,Female,Marketing,4,37,24,4,5,2,3,1
2529,52,Female,Marketing,3,47,17,3,4,1,3,1
2530,27,Male,Operations,3,31,12,5,9,6,3,0
2531,41,Male,Finance,1,31,10,1,2,8,2,0
2532,40,Female,Sales,2,55,9,3,2,7,3,0
2533,46,Female,Finance,1,48,21,3,3,9,3,1
2534,24,Male,Sales,3,30,8,4,4,1,1,0
2535,42,Female,Operations,3,25,14,3,9,3,3,0
2536,35,Female,HR,5,40,13,1,5,9,4,0
2537,41,Female,Support,1,29,2,2,2,5,2,0
2538,35,Male,Finance,3,51,23,1,3,6,4,1
2539,42,Male,Sales,4,66,13,3,8,7,1,1
2540,48,Female,Finance,5,52,20,3,6,3,3,1
2541,34,Male,HR,2,36,15,3,5,7,2,0
2542,47,Female,Support,5,22,22,4,4,3,1,0
2543,48,Female,IT,2,62,28,5,4,6,2,1
2544,46,Male,Sales,4,37,27,1,8,8,4,1
2545,22,Male,IT,2,29,2,3,6,7,1,0
2546,45,Male,Operations,1,60,7,2,5,5,2,1
2547,23,Female,Support,2,58,1,4,5,6,4,0
2548,28,Female,Marketing,2,62,28,5,6,4,1,1
2549,53,Male,Finance,5,27,23,3,3,2,3,0
2550,55,Male,Sales,4,53,1,1,7,7,3,0
2551,26,Male,Finance,2,56,22,2,1,4,4,1
2552,59,Female,Operations,1,60,17,4,5,6,3,1
2553,43,Female,Operations,5,52,6,1,6,2,3,1
2554,45,Female,Finance,4,68,16,1,2,2,1,1
2555,39,Male,Sales,4,29,5,4,2,6,1,0
